-4.482130131543728135e-02,1.003405086997636753e+00,-9.597753496661196593e-01,-1.924251074190192590e+00,1.553700403376180317e+00,1.953208271783600569e+00,-1.644593274977963260e+00
-3.554764859701454172e-01,1.212386378098293527e+00,-8.946100942542655199e-01,-1.361251483559678732e+00,1.197166305508878370e+00,1.428678152388987099e+00,-1.818911555876952635e+00
1.974856491719909624e-01,9.704832681012390827e-01,-9.432310458580839274e-01,-2.145834745407596778e+00,2.139628970822971876e+00,2.409105738280481912e+00,-1.280184791394448629e+00
2.759691705871046841e-01,1.062821754974231370e+00,-9.216569490051933489e-01,-1.981206214221153727e+00,5.410522997310821536e-01,2.599340210570125098e+00,-7.722620344095438849e-01
1.547196499675181254e-02,1.307151326781824885e+00,-9.637730757683998783e-01,-1.329433608430723446e+00,4.784611080191020771e-01,1.712522613711839226e+00,-7.425493204856656870e-01
-5.695461872920397350e-02,1.019994475432846937e+00,-9.705483516379618258e-01,-1.924580832076272063e+00,1.601498747753943963e+00,1.897266708572705518e+00,-1.427658213322203995e+00
2.636303361794170574e-01,1.010813186766980065e+00,-9.457056328969789538e-01,-2.177336779417745394e+00,2.458758295518473691e+00,2.457586431255724513e+00,-1.530041106220688452e+00
-5.395556930752672120e-02,1.151813561736956260e+00,-9.571098089152438870e-01,-1.538185179894447030e+00,8.654699698589829460e-01,1.803056333929897281e+00,6.817363925049165774e-01
3.743174625561417335e-01,1.128875909736869243e+00,-9.505449043940423781e-01,-2.079573690828780741e+00,1.877522751882672258e+00,2.759740787691539854e+00,7.039864466186305236e-01
1.667973251495668552e-01,1.077344107443820587e+00,-1.046361993956658853e+00,-2.164565608783334927e+00,2.158095805240928033e+00,2.002335525426151452e+00,1.089176483218466940e+00
1.201055737968076631e+00,-1.275051923248866181e+00,-2.076240625816526908e+00,-1.859324459420218068e+00,-7.223023109868352831e-01,2.345221425293691375e+00,-1.431988804285262651e+00
1.622863844275363121e+00,-1.248339387461648631e+00,-2.113954011766214336e+00,-1.441248786762230338e+00,-9.156139089797898922e-01,1.677211320757865609e+00,-1.432006201286085245e+00
1.611638345973483322e+00,-1.131103266848556332e+00,-2.103931087630536823e+00,-1.748499417931888900e+00,-1.370962803767778126e+00,1.784971685502485750e+00,-1.431974526031023709e+00
1.248907771402088196e+00,-1.105417593977876312e+00,-2.128387503975367689e+00,-2.057004804097041450e+00,-1.595806395264252719e+00,2.525229358629797360e+00,-1.432127940929953658e+00
1.354048232465000279e+00,-1.068721930342160675e+00,-2.094628719654648918e+00,-2.137729351211012041e+00,-2.069643339728675091e+00,2.173190360749060357e+00,-1.432485916329476527e+00
1.144520197420639818e+00,-1.192339483366539055e+00,-2.135520414608822914e+00,-2.128972929990514018e+00,-2.543349966781524696e+00,2.634067886998562091e+00,-1.433093032747528195e+00
1.752197593701249057e+00,-1.391045867973070838e+00,-2.030423694008275159e+00,-1.197594716995845632e+00,-1.057540625605320805e+00,1.375128334299388078e+00,-1.433922276992403599e+00
1.777654791473073814e+00,-1.318397259979917191e+00,-2.029376437137000444e+00,-1.546743981053399386e+00,-1.567913686024085429e+00,1.342366862752269574e+00,-1.433901330253946949e+00
1.412039898127373183e+00,-9.619235145585577351e-01,-2.276644916010319264e+00,-1.979267859321713674e+00,-8.426226114664380207e-01,2.559434006557858687e+00,-1.433900270881405037e+00
1.502273706076536985e+00,-1.057736600398753390e+00,-2.112939487524268856e+00,-1.933329427500370512e+00,-1.533070340785982921e+00,2.023564306457828810e+00,-1.433909191516398174e+00
